,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
523,1300737,23,female,divorced,1,own,4,skilled employee / official,4 years,7 years,1,Medium,d68ebbd4-edad-11ea-b8c9-512e976c4607,24,used vehicle,3488000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
524,1579354,26,female,divorced,2,own,4,unskilled - resident,1 year,4 years,1,Low,d68ebc60-edad-11ea-a660-4bd38c516f9b,18,electronic equipment,1113000,4,real estate,0,1,bank,1,existing loans paid back duly till now,0
525,1165396,30,male,single,1,own,3,skilled employee / official,0 year,1 year,1,Low,d68ebce2-edad-11ea-9d1b-24b2c1b79c0f,26,used vehicle,7966000,2,car or other,0,0,bank,2,existing loans paid back duly till now,0
526,1845999,31,female,divorced,1,own,3,skilled employee / official,1 year,4 years,1,Medium,d68ebd6e-edad-11ea-a06d-013998ccd09e,15,education,1532000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
527,1836203,42,male,single,2,own,1,unskilled - resident,4 years,7 years,1,Low,d68ebdfa-edad-11ea-881f-03443823eee1,4,electronic equipment,1503000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
528,1796884,31,male,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68ebe86-edad-11ea-bafd-3ca2502a85b9,36,electronic equipment,2302000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
529,1545916,41,male,single,2,own,4,unskilled - resident,0 year,1 year,1,Low,d68ebf08-edad-11ea-baac-276d8728bd6c,6,new vehicle,662000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
530,1666376,32,male,single,2,own,1,skilled employee / official,4 years,7 years,1,Low,d68ebf94-edad-11ea-ab7e-47c57c4d2454,36,education,2273000,3,car or other,0,0,bank,2,existing loans paid back duly till now,0
531,1337077,28,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Medium,d68ec020-edad-11ea-a875-3b2f7d8fdb4d,15,new vehicle,2631000,2,car or other,0,0,bank,2,existing loans paid back duly till now,1
532,1670246,41,male,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68ec0ac-edad-11ea-ac75-2b8e3847135e,12,used vehicle,1503000,4,real estate,0,0,bank,1,delay in paying off loans in the past,0
533,1112826,26,male,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Medium,d68ec12e-edad-11ea-96bb-4de4f9630235,24,electronic equipment,1311000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
534,1321430,25,male,single,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68ec1ba-edad-11ea-b269-2558d53483d1,24,electronic equipment,3105000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
535,1602400,33,male,divorced,1,rent,1,skilled employee / official,0 year,1 year,1,Low,d68ec246-edad-11ea-908c-064274058766,21,education,2319000,2,car or other,0,0,bank,1,critical/pending loans at other banks,1
536,1381249,75,female,divorced,1,own,3,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68ec2d2-edad-11ea-a823-0cb866adc4ca,6,new vehicle,1374000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
537,1815409,37,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68ec35e-edad-11ea-badb-2296ff87859c,18,FF&E,3612000,3,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
538,1762049,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68ec3e0-edad-11ea-b5ce-2a088f70d8fb,48,new vehicle,7763000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
539,1776853,45,female,divorced,1,own,1,unskilled - resident,0 year,1 year,1,Low,d68ec46c-edad-11ea-8699-0f21b8070d87,18,FF&E,3049000,1,building society savings agreement/life insurance,0,0,stores,1,existing loans paid back duly till now,0
540,1234944,23,male,divorced,1,rent,1,skilled employee / official,0 year,1 year,1,Low,d68ec584-edad-11ea-bbd2-3c04a3a13e9d,12,electronic equipment,1534000,1,real estate,0,0,bank,1,existing loans paid back duly till now,1
541,1185915,60,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68ec610-edad-11ea-a9e3-34c102a3ca0b,24,new vehicle,2032000,4,car or other,0,0,bank,2,delay in paying off loans in the past,0
542,1355416,31,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68ec692-edad-11ea-8d89-1851880956cd,30,FF&E,6350000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
543,1736265,34,male,single,2,own,1,unskilled - resident,1 year,4 years,1,Low,d68ec714-edad-11ea-a718-44aa2ee23b36,18,FF&E,2864000,2,real estate,0,0,bank,1,existing loans paid back duly till now,1
544,1258426,61,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68ec7a0-edad-11ea-ba3c-20f41bf3d385,12,new vehicle,1255000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
545,1836234,43,male,single,2,own,2,skilled employee / official,1 year,0 year,1,Low,d68ec822-edad-11ea-90a9-3921e0b21e88,24,new vehicle,1333000,4,real estate,0,0,bank,2,delay in paying off loans in the past,1
546,1296879,37,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ec8a4-edad-11ea-9686-3bf88aa1d31e,24,new vehicle,2022000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
547,1438110,32,male,single,2,own,1,skilled employee / official,4 years,7 years,1,Low,d68ec930-edad-11ea-beb0-2cf8000cfa3d,24,electronic equipment,1552000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
548,1667627,24,female,divorced,1,own,4,unskilled - resident,1 year,4 years,1,Low,d68ec9b2-edad-11ea-909f-412d19dd2ed7,12,electronic equipment,626000,4,real estate,0,0,bank,1,all loans at this bank paid back duly,1
549,1862061,35,male,single,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68eca34-edad-11ea-bb7f-407ef8297153,48,used vehicle,8858000,2,car or other,0,0,bank,2,critical/pending loans at other banks,0
550,1164275,23,female,divorced,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68ecab6-edad-11ea-ba64-537dbf639060,12,repair costs,996000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
551,1863760,45,male,single,2,own,4,unskilled - resident,7 years,4 years,1,High,d68ecb42-edad-11ea-92eb-206ea968dc82,6,electronic equipment,1750000,2,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,0
552,1199639,34,male,divorced,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68ecbc4-edad-11ea-bf1b-0a69bc271307,48,electronic equipment,6999000,1,real estate,0,1,bank,2,existing loans paid back duly till now,1
553,1774959,27,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Medium,d68ecc46-edad-11ea-9ed5-28d720b310e1,12,new vehicle,1995000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
554,1388041,67,female,divorced,1,own,4,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68eccc8-edad-11ea-bfe4-3ed4e952bb06,9,education,1199000,4,building society savings agreement/life insurance,0,0,bank,2,existing loans paid back duly till now,0
555,1210884,22,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68ecd54-edad-11ea-a0b0-1b2e86976396,12,electronic equipment,1331000,2,car or other,0,0,stores,1,existing loans paid back duly till now,1
556,1365814,28,female,divorced,1,own,3,skilled employee / official,0 year,1 year,1,Medium,d68ecdd6-edad-11ea-b1c3-1bea8dc38c5c,18,new vehicle,2278000,3,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
557,1115087,29,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ece58-edad-11ea-9390-054e774fae43,21,new vehicle,5003000,1,building society savings agreement/life insurance,0,0,bank,2,no loans taken/all loans paid back duly,1
558,1875951,27,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68eceda-edad-11ea-ac02-39997af42c11,24,FF&E,3552000,3,car or other,0,0,bank,1,all loans at this bank paid back duly,1
559,1243348,31,male,single,1,own,2,unskilled - resident,0 year,1 year,1,Low,d68ecf66-edad-11ea-b8b6-25fb57e3525b,18,FF&E,1928000,2,real estate,0,0,bank,2,critical/pending loans at other banks,1
560,1178393,49,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68ecfe8-edad-11ea-a0fc-23770cbb576b,24,used vehicle,2964000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
561,1500502,24,male,single,1,rent,4,unskilled - resident,4 years,7 years,1,Low,d68ed074-edad-11ea-8430-14465a6236d5,24,electronic equipment,1546000,4,car or other,0,1,bank,1,all loans at this bank paid back duly,1
562,1892811,29,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68ed0f6-edad-11ea-a40a-2a4722f3be9e,6,electronic equipment,683000,2,building society savings agreement/life insurance,0,0,bank,1,delay in paying off loans in the past,0
563,1441760,37,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ed182-edad-11ea-b64f-2c0874ebd4ab,36,new vehicle,12389000,1,car or other,0,0,bank,1,existing loans paid back duly till now,1
564,1738676,37,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68ed326-edad-11ea-b732-03e4b47b9685,24,business,4712000,4,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
565,1217305,23,female,divorced,1,rent,2,skilled employee / official,4 years,7 years,1,Medium,d68ed484-edad-11ea-ab4b-047ac3d23ded,24,electronic equipment,1553000,3,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
566,1662684,36,male,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68ed54c-edad-11ea-9c10-1e61f9a464fb,12,new vehicle,1372000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
567,1586917,34,male,single,1,own,2,skilled employee / official,7 years,4 years,1,High,d68ed5e2-edad-11ea-8f15-259daed5f66b,24,electronic equipment,2578000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
568,1754897,41,male,single,2,own,1,skilled employee / official,4 years,7 years,1,Low,d68ed66e-edad-11ea-9e7a-15131b34d922,48,electronic equipment,3979000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
569,1857539,31,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ed6fa-edad-11ea-8419-3f6a22426669,48,electronic equipment,6758000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
570,1463541,23,female,divorced,1,rent,4,unskilled - resident,0 year,1 year,1,Low,d68ed790-edad-11ea-8543-572e400aa399,24,FF&E,3234000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
571,1607360,38,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68ed81c-edad-11ea-ba96-1d7bb53bdc57,30,electronic equipment,5954000,3,car or other,1,0,bank,1,critical/pending loans at other banks,0
572,1343586,26,female,divorced,1,rent,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68ed89e-edad-11ea-a22b-2c43faadb3b4,24,used vehicle,5433000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
573,1109612,22,female,divorced,1,own,4,unskilled - resident,1 year,4 years,1,Low,d68ed92a-edad-11ea-b50d-41396a7769bd,15,business,806000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
574,1432750,27,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68ed9ac-edad-11ea-8132-3022d44e5236,9,electronic equipment,1082000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
575,1902302,24,female,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68eda38-edad-11ea-9814-4b7467b81882,15,FF&E,2788000,2,car or other,1,0,bank,2,critical/pending loans at other banks,0
576,1519801,27,female,divorced,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68edaba-edad-11ea-a480-2fafccb78d28,12,electronic equipment,2930000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
577,1312718,33,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68edb3c-edad-11ea-b269-41c9cbbcc0fe,24,education,1927000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
578,1554006,27,male,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68edbc8-edad-11ea-89e5-2567a8fd9c75,36,new vehicle,2820000,4,car or other,0,0,bank,2,critical/pending loans at other banks,1
579,1492967,27,male,divorced,1,own,3,unskilled - resident,0 year,1 year,1,Low,d68edc4a-edad-11ea-bee3-30b214d0653a,24,career development,937000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
580,1442676,30,male,single,1,own,3,skilled employee / official,7 years,4 years,1,Low,d68edcd6-edad-11ea-bea0-1dff7b4dec8b,18,new vehicle,1056000,3,real estate,0,1,bank,2,critical/pending loans at other banks,1
581,1378210,49,male,single,2,own,3,unskilled - resident,0 year,1 year,1,Low,d68edd58-edad-11ea-933b-3ed718cfdf44,12,new vehicle,3124000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
582,1774767,26,female,divorced,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68eddda-edad-11ea-a9b4-52673d569269,9,FF&E,1388000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
583,1635448,33,male,single,1,rent,1,unskilled - resident,0 year,1 year,1,Low,d68ede66-edad-11ea-832f-1978babe9e30,36,repair costs,2384000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
584,1143985,52,female,divorced,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68edee8-edad-11ea-80b8-03ea98a26ef5,12,new vehicle,2133000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
585,1670066,20,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68edf74-edad-11ea-8dda-0d3fbe47dc86,18,FF&E,2039000,1,real estate,0,0,bank,1,existing loans paid back duly till now,1
586,1466670,36,male,single,2,rent,2,skilled employee / official,1 year,4 years,1,Low,d68edff6-edad-11ea-8111-265b0a89a690,9,new vehicle,2799000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
587,1447929,21,male,single,1,own,1,unskilled - resident,1 year,4 years,1,Low,d68ee082-edad-11ea-8916-27cf815846cf,12,FF&E,1289000,4,building society savings agreement/life insurance,0,1,bank,1,existing loans paid back duly till now,0
588,1618937,47,male,divorced,1,own,3,unskilled - resident,1 year,4 years,1,Low,d68ee104-edad-11ea-819e-31ece9cd56a8,18,domestic appliances,1217000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
589,1873573,60,male,single,1,own,3,skilled employee / official,7 years,4 years,1,Low,d68ee186-edad-11ea-932a-39f5f4f15c4b,12,FF&E,2246000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
590,1830977,58,female,divorced,1,own,3,unskilled - resident,4 years,7 years,1,Low,d68ee208-edad-11ea-a514-060b7cf8939d,12,electronic equipment,385000,4,real estate,0,0,bank,4,critical/pending loans at other banks,0
591,1612355,42,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68ee28a-edad-11ea-a4ea-22a8a3c381dc,24,new vehicle,1965000,4,car or other,0,0,bank,2,delay in paying off loans in the past,0
592,1165234,36,female,divorced,1,own,4,unskilled - resident,7 years,4 years,1,High,d68ee316-edad-11ea-a444-2a60b035aa06,21,business,1572000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
593,1825343,20,female,divorced,1,rent,4,unskilled - resident,1 year,4 years,1,Low,d68ee398-edad-11ea-9464-290d9ee9ab3e,24,new vehicle,2718000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
594,1307369,40,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68ee41a-edad-11ea-bb76-0b6cea91006e,24,electronic equipment,1358000,4,car or other,0,0,stores,1,all loans at this bank paid back duly,1
595,1403127,32,female,divorced,1,own,1,unskilled - resident,0 year,1 year,1,Medium,d68ee49c-edad-11ea-aabe-4c5f6ae8456c,6,new vehicle,931000,1,building society savings agreement/life insurance,0,0,stores,1,all loans at this bank paid back duly,1
596,1852152,23,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68ee51e-edad-11ea-9eeb-5321a010653c,24,new vehicle,1442000,4,car or other,0,0,bank,2,existing loans paid back duly till now,1
597,1510937,36,male,single,1,own,4,unskilled - resident,1 year,4 years,1,Low,d68ee5aa-edad-11ea-bf3a-420b94122c3c,24,business,4241000,1,real estate,0,0,bank,3,no loans taken/all loans paid back duly,1
598,1354791,31,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68ee62c-edad-11ea-93e6-01b2a00e7d99,18,new vehicle,2775000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
599,1841389,32,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ee6b8-edad-11ea-a8e2-06ae5af8536f,24,business,3863000,1,car or other,0,0,bank,1,delay in paying off loans in the past,0
600,1854199,45,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68ee744-edad-11ea-8f33-391946d57cc3,7,electronic equipment,2329000,1,real estate,0,1,bank,1,existing loans paid back duly till now,0
601,1256236,30,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68ee7c6-edad-11ea-a64c-50764fc925fd,9,FF&E,918000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
602,1503339,34,female,divorced,1,own,4,unskilled - resident,4 years,7 years,1,Low,d68ee852-edad-11ea-9b5f-561581c3dfb6,24,education,1837000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
603,1500594,28,female,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68ee8d4-edad-11ea-9032-40234b3465e2,36,FF&E,3349000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
604,1462065,23,female,divorced,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68ee956-edad-11ea-8674-3f85d30dd5ce,10,FF&E,1275000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
605,1474361,22,male,single,1,own,4,skilled employee / official,1 year,4 years,1,High,d68ee9e2-edad-11ea-82be-503233087ee2,24,FF&E,2828000,4,real estate,0,0,stores,1,all loans at this bank paid back duly,0
606,1764990,74,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68eea64-edad-11ea-b8bd-56c1394ac6b9,24,business,4526000,3,real estate,0,0,bank,1,critical/pending loans at other banks,0
607,1621121,50,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Medium,d68eeae6-edad-11ea-9198-0cd6b0d47869,36,electronic equipment,2671000,4,car or other,1,0,bank,1,existing loans paid back duly till now,1
608,1365958,33,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68eebfe-edad-11ea-8e48-4e6de71d975a,18,electronic equipment,2051000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
609,1630681,45,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68eec80-edad-11ea-8cdc-31e2017aa3fb,15,used vehicle,1300000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
610,1448317,22,female,divorced,1,own,3,skilled employee / official,1 year,0 year,1,Medium,d68eed0c-edad-11ea-bdbf-4090136bd518,12,domestic appliances,741000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
611,1744762,48,female,divorced,2,own,4,unskilled - resident,7 years,4 years,1,Medium,d68eed98-edad-11ea-9f39-568f5b6e4b10,10,new vehicle,1240000,1,car or other,0,0,bank,1,existing loans paid back duly till now,1
612,1655690,29,female,divorced,1,own,2,skilled employee / official,0 year,1 year,1,High,d68eee1a-edad-11ea-a65a-3ca5b853c0a2,21,electronic equipment,3357000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
613,1210184,22,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,0,Low,d68eeea6-edad-11ea-802c-325c4203da34,24,used vehicle,3632000,1,car or other,0,1,bank,1,all loans at this bank paid back duly,0
614,1113231,22,female,divorced,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68eef32-edad-11ea-b6ac-253cfc4bd926,18,FF&E,1808000,4,real estate,0,0,bank,1,delay in paying off loans in the past,1
615,1476817,48,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68eefbe-edad-11ea-ac38-04d423557964,48,business,12204000,2,car or other,0,0,bank,1,no loans taken/all loans paid back duly,0
616,1143908,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68ef04a-edad-11ea-a6de-1ffc716156de,60,electronic equipment,9157000,2,car or other,0,0,bank,1,delay in paying off loans in the past,0
617,1239641,37,male,single,2,rent,3,skilled employee / official,1 year,4 years,1,Low,d68ef0d6-edad-11ea-832c-534fcc83e451,6,new vehicle,3676000,1,real estate,0,0,bank,3,critical/pending loans at other banks,0
618,1826580,21,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Medium,d68ef158-edad-11ea-99c0-4ab5e96a1db0,30,FF&E,3441000,2,car or other,1,0,bank,1,existing loans paid back duly till now,1
619,1826763,49,male,divorced,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68ef1e4-edad-11ea-94f3-4cdbbb3546c9,12,new vehicle,640000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
620,1747933,27,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68ef27a-edad-11ea-877d-260ada7908e6,21,business,3652000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
621,1257777,32,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ef2fc-edad-11ea-8ba2-2b30ad455460,18,new vehicle,1530000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
622,1687945,38,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ef388-edad-11ea-9d32-22cf205b0cf3,48,business,3914000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
623,1513000,22,female,divorced,1,rent,1,skilled employee / official,0 year,1 year,1,Low,d68ef414-edad-11ea-8bda-0308183ba880,12,FF&E,1858000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
624,1502591,65,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ef4a0-edad-11ea-84b5-20e26fa81b71,18,electronic equipment,2600000,4,car or other,0,0,bank,2,existing loans paid back duly till now,1
625,1886102,35,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68ef52c-edad-11ea-9361-41d8960bbbb0,15,electronic equipment,1979000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
626,1597354,41,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ef5ae-edad-11ea-b0f6-17394c998ccd,6,FF&E,2116000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
627,1391760,29,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Medium,d68ef63a-edad-11ea-a68f-20e260da5f26,9,new vehicle,1437000,2,car or other,0,0,bank,1,all loans at this bank paid back duly,1
628,1883131,36,male,single,1,own,4,skilled employee / official,1 year,4 years,1,High,d68ef6c6-edad-11ea-9094-1f24c4e4866b,42,FF&E,4042000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
629,1679090,64,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68ef752-edad-11ea-8bc9-0f3d2fa8e4b6,9,education,3832000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
630,1784512,28,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ef7de-edad-11ea-b45c-1184da100c36,24,electronic equipment,3660000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
631,1326708,44,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68ef860-edad-11ea-99a5-4f58ed1fec9c,18,FF&E,1553000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
632,1443796,23,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68ef8ec-edad-11ea-a832-0922aae45e58,15,electronic equipment,1444000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
633,1862135,19,female,divorced,1,rent,2,skilled employee / official,0 year,1 year,1,Low,d68ef978-edad-11ea-a9aa-34bfa4a95b6a,9,FF&E,1980000,2,car or other,1,0,bank,2,existing loans paid back duly till now,1
634,1432788,25,female,divorced,1,own,4,unskilled - resident,0 year,1 year,1,Low,d68ef9fa-edad-11ea-8da2-4ffe0ef15a8c,24,new vehicle,1355000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
635,1707666,47,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68efa86-edad-11ea-9c05-4f1d2655bba3,12,education,1393000,4,building society savings agreement/life insurance,0,0,bank,3,existing loans paid back duly till now,0
636,1349046,28,female,divorced,1,own,1,skilled employee / official,4 years,7 years,1,High,d68efb12-edad-11ea-8495-247ea821c73d,24,electronic equipment,1376000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
637,1640552,21,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68efb94-edad-11ea-b257-2471b425de86,60,electronic equipment,15653000,2,car or other,0,0,bank,2,delay in paying off loans in the past,0
638,1532989,34,female,divorced,2,own,3,skilled employee / official,0 year,1 year,1,Low,d68efc20-edad-11ea-82b7-46af692c963b,12,electronic equipment,1493000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
639,1300927,26,male,single,2,own,2,skilled employee / official,4 years,7 years,1,Low,d68efcac-edad-11ea-acda-23df72d113c5,42,electronic equipment,4370000,3,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,1
640,1684799,27,female,divorced,1,own,1,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68efd38-edad-11ea-9470-265e32c2a6ab,18,education,750000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
641,1736925,38,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68efdba-edad-11ea-8b8f-47b20418381b,15,repair costs,1308000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
642,1156429,40,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Medium,d68efe46-edad-11ea-b842-1782a62ee755,15,education,4623000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
643,1495594,33,male,divorced,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68efed2-edad-11ea-b40e-441e1280b340,24,electronic equipment,1851000,4,car or other,0,1,bank,2,critical/pending loans at other banks,0
644,1732994,32,male,divorced,1,own,1,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68eff54-edad-11ea-8eb4-516c2258e1af,18,electronic equipment,1880000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
645,1532977,27,male,single,1,rent,4,skilled employee / official,0 year,1 year,1,Low,d68effe0-edad-11ea-8809-3b633d750b8c,36,business,7980000,4,car or other,0,0,bank,2,delay in paying off loans in the past,1
646,1452733,32,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f006c-edad-11ea-a59c-482ad98eacd1,30,FF&E,4583000,2,real estate,0,1,bank,2,no loans taken/all loans paid back duly,0
